,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
11409,11410,B0040PYN86,A1EFZBS0SVHTZZ,constant consumer,2,4,1,1295395200,YUCK!,"This product is a waste of money!  It is bitter bitter and salty salty. Save your money and by the peaches instead.<a href=""http://www.amazon.com/gp/product/B0040PYN86"">Libby's Unpeeled Apricot Halves in Pear Juice From Concentrate, 15-Ounce Cans (Pack of 12)</a>"
194621,194622,B003ZT61E2,A1VTOFY4N47RGF,Marilyn T. Schoberg,0,0,3,1323043200,Could be more flavorful,"I love Peppermint Mocha and eagerly await it's arrival at Starbucks every winter, as well as the Coffeemate Creamer in the grocery store.  So I was excited to see this product.  The first cup I made tasted weak, so I decided I hadn't used enough.  Next cup, two heaping teaspoons.  Still a tad weak in the flavor department.  So, although you taste the mint and the mocha, you just don't taste it enough in my estimation.  Also, they've now changed the containers from tin (recyclable) to #5 plastic, so into the landfill it goes."
552058,552059,B001SVF5OQ,A3Q7C0V12LS2WF,"L. Muir ""Kubda""",0,0,5,1317254400,GREAT PRODUCTS,"This company has great products.<br /><br />The best deals are the herbs and spices in the larger jars; but some of the dried fruits are hard to find in stores, so do check them out too.<br /><br />Wish they had dried strawberries, as I want to make scones with them (hint to the Company!)<br /><br />Linda Muir"
146539,146540,B000WFKWDI,A34UV2FFXJPS3T,Susan Ackoff,2,2,5,1294185600,Great Cat Food,Wellness wet cat food is terrific.<br />My three cats gobble it up.<br />Healthy too.<br />My diabetic cat went didn't need insulin anymore after I switched from dry food to this wet food.<br />And she went from highly overweight to just fine.
189435,189436,B001EO5Q64,A33NEOYYFBCVF3,Cindy Castaneda,1,1,5,1332547200,Best Tasting Coconut Oil,"I'm a health nut and have used coconut oil (many brands over the years)....Ran across this brand and after reading the good reviews decided to give it a try....i've found this brand is the smoothest, smells the best and melts faster than any other brand i've tried......i put it in my oatmeal, smoothies, cook with it in place of olive oil, bake with it in my breads and cakes, put it in my hair for conditioner almost daily and smooth it over my skin (especially my feet) nightly to keep my skin feeling soft......it feels oily at first of course but absorbs into your skin pretty fast......LOVE, LOVE, LOVE this brand!!!!"
386626,386627,B007SI3WAM,A33T3RRIP9UTBC,"Larry Sonstein ""computerman""",0,0,5,1349827200,"""Arnold Palmer"" K-Cup","Arrived on time and was as expected.  Appears to be the least expensive per serving that is available, even on line.  The larger version (54-count) was less expensive per cup, but was out of stock at the time."
1666,1667,B001RVFDOO,AQ8NLG9VNFMUD,Terri K. Smith,0,0,5,1296086400,Yummy!,I received my box of assorted Popchips a few days ago to support my Weight Watcher meal plan.  I absolutely love them and find that they fit in with my plan.  Without hesitation I recommend all varieties of these chips.  What a great idea!!!
273668,273669,B00250M2ZY,A19WRBUAM7121V,J. Paul,0,0,4,1303516800,Love these,"They are the perfect melt in<br />Your mouth mints. The price is higher then the ones around here, but the ones in the store are a different brand and I don't like them very much in comparison. So I would pay extra for these."
466106,466107,B001E18K8S,A23J3W80YFW6LK,grangail2007,0,0,5,1349913600,helps me get drowsy,"This is a 2 fold product and you must be aware of this. It is great at making me drowsy before bedtime but it is also a stool softener! So...you need to experiment with how much you need/can take comfortably. I call it my cheese to magnesium ratio! It is a great product and I use it a lot...just with care. One rounded teaspoon in very warm water before bed seems to be "" my level"". Great product and service."
368003,368004,B003B3OOPA,A8VN3RXNFSI7Q,jwill,0,0,5,1316131200,Love coconut oil!,"This oil is very moisturizing! It arrived in liquid form and I'm not sure if that is how it's supposed to be but I just put it in the freezer for a few minutes to harden it a bit. Smells amazing, just like real coconut. Great conditioner & it tastes good as well. I think I'll try cooking with this next! Very pleased"
434040,434041,B0009PAVQY,A3T2WN86EHN5OR,teaneckmomma,0,0,5,1342828800,Oil Me!,"this is a great brand! i have been using RBO for years. i fry foods guilt free and use it for all my baking. tophe rice bran oil is high quality, smooth neutral taste and the 1/2 gallon bottle is made of BPA free PET plastic. I got that directly from the company. I think their customer service is fabulous too. seems like a very dedicated company. try it! it's was a great switch for us."
249982,249983,B006Q7YG56,A1HLJJ6MKZLR3Z,Rebekah,0,0,3,1342483200,This is not an ordinary meat treat for pets.,"These treats are definitely different.  They are practically weightless, and have an odd texture like a cross between a packing peanut and paperboard, with a dusty exterior.  For some reason, I keep thinking of a rice cake or a meringue cookie when I look at these.  This is not necessarily bad, it is just different.<br /><br />My schnauzer was more hesitant with this treat, I think it was due largly to the texture, as she is used to hard, crunchy stuff.  She took one big chomp and it crumbled, ending up as a pile of small pieces at her feet that she ate carefully, one or two at a time, until it was finished.<br /><br />The smell of these treats is appealing to me, actually.  We have the chicken variety.  Unlike some meat treats that seem to radiate with a salty, bouillion-cube-like scent, these have a subtle chicken soup-like fragrance.<br /><br />The package contains 4 oz., which works out to about 16 treats.  This is pricey compared to, say, Milkbones, but as a human who is willing to spend more for quality ingredients, I wouldn't call the cost outrageous, especially since I don't give these to my dog daily.<br /><br />I prefer treats that work my dog's instincts to gnaw and chew, and if her teeth get a bit of cleaning at the same time then I'm happy.  The Raw Boost Bites don't give her any of that.  However, as an occasional treat to give her something interesting and different, these are a fairly good option."
248473,248474,B00016LZT8,A3Q1C68QNXSQC0,Dfast,1,1,5,1314316800,Cheese,Product arrived on time and was put to good use. I ordered a little more than I needed but it came in handle when making Mac and Cheese. I know where to look if I ever need more.
106790,106791,B000A2BCJG,A32XVG7GO4QJYE,"A. Gordon Elder ""aged sage""",0,0,5,1220572800,Power Bar Gel,"We have been using this all summer as a boost in the middle of long day hikes.  It gives you the POP you need and believe it or not it tastes good.  Not only is it re energizing it is also a treat,"
492827,492828,B001VNGO9G,A36J3H8L314Y5V,jenny spam,1,1,5,1327449600,Very good option for this teaPrompt shipping and well packed but,Very good product  a little bit on the brown side compare to the picture .. And like the other reviewer has some stems but all in all good quality and generous portion......  The tea is very good. For female health.  I use a French pressor comes out really nice
323757,323758,B001PB2ZX8,A1F8V640UQ2KGW,Judy,0,0,3,1341100800,Tasty Dried Peaches,These peaches  come tightly sealed in double plastic bags.  The bags have no labeling whatsoever.  No nutrician information.  No handling information for after you open the bags and no supplier information.  The peaches are  sweet and moist and have a pleasant chewy goodness.  They do not taste like there is any sugar or preservatives added.
193156,193157,B000KNHFKU,A26JAEUTEMZ0ZT,"Carmen Rose ""Carmen Rose""",0,0,5,1239062400,Agave nectar rocks!,"The first time I purchased agave nectar I bought the lighter version.  It was okay, but it seemed like I had to use a lot of it to get the sweetness I wanted. So this time, I tried the amber.  What a difference! It has a much richer, deeper flavor than the light agave.  I use a small amount of agave, and the rest Splenda in my baking now.  Agave rocks!  I love it."
490226,490227,B000LKZJTG,A1VZQDTPRG1DYZ,Wayne P. Coffelt,0,0,2,1336953600,Lousy,Hoping for a flavorful good tea proved to be a waste of a lot of money for a flavorless product.
106079,106080,B000KSPX90,A2Z8HVTX9FNP5M,P. Wilson,0,0,3,1235865600,hit or miss decaf beans,about 50% of the time the beans are bone dry and the flavor speaks for itself.  I have told customer support and hopefully there will be a change.  When the beans are fresh and oily this is a great coffee.
421291,421292,B000P52FLW,ANCOMAI0I7LVG,Andrew Ellington,0,0,4,1347926400,A healthier version of the popular breakfast pastry...,"We've been on a pomegranate kick lately and my wife saw these Organic `Toaster Pastries' (don't call them Pop-Tarts) and snatched them up the other day.  She's been looking for a healthier breakfast pastry for the kids since Pop-Tarts, while delicious, are not really all that great for you (with all the artificial colors, hydrogenated oils and such).  These organic pastries are really good and taste pretty much exactly like a Pop-Tart, they even look just like them.  I won't take that step and say that they taste `better', but they taste pretty much the same.  The Cherry Pomegranate flavor is really good, although I would have like more pomegranates.  Instead, I get a lot of cherry.  That is the only reason I give this four stars instead of five.  If you put a flavor on the box, you should represent that flavor well in the pastry and these should have merely been called `Cherry' because that is the only flavor I get.  Still, as a whole you can't go wrong with these Organic pastries.  They are more expensive than your typical Pop-Tarts, and you get less in a box as well, but for peace of mind as a parent they are worth it."
80766,80767,B000E1BKJA,A2MP04N48HBBR,AlaskanMom,0,0,5,1191024000,Love it,My family loves this. It was always a crowd pleaser at school functions. It is so easy to make. I too can not find this on the shelves anymore. I sure wish Amazon would ship to Alaska. We really miss this dessert.
